,year,Region,Age,population
14,2024,REGION II (CAGAYAN VALLEY),35-39,265050.0
14,2024,REGION II (CAGAYAN VALLEY),40-44,230296.0
14,2024,REGION II (CAGAYAN VALLEY),45-49,212890.0
14,2024,REGION II (CAGAYAN VALLEY),5-9,365838.0
14,2024,REGION II (CAGAYAN VALLEY),50-54,189081.0
14,2024,REGION II (CAGAYAN VALLEY),55-59,166561.0
14,2024,REGION II (CAGAYAN VALLEY),60-64,142168.0
14,2024,REGION II (CAGAYAN VALLEY),65-69,109619.0
14,2024,REGION II (CAGAYAN VALLEY),70-74,73471.0
14,2024,REGION II (CAGAYAN VALLEY),75-79,43910.0
14,2024,REGION II (CAGAYAN VALLEY),80 and over,38466.0
15,2025,REGION II (CAGAYAN VALLEY),0-4,352239.0
15,2025,REGION II (CAGAYAN VALLEY),10-14,366814.0
15,2025,REGION II (CAGAYAN VALLEY),15-19,321921.0
15,2025,REGION II (CAGAYAN VALLEY),20-24,303002.0
15,2025,REGION II (CAGAYAN VALLEY),25-29,304188.0
15,2025,REGION II (CAGAYAN VALLEY),30-34,305774.0
15,2025,REGION II (CAGAYAN VALLEY),35-39,268041.0
15,2025,REGION II (CAGAYAN VALLEY),40-44,232588.0
15,2025,REGION II (CAGAYAN VALLEY),45-49,215203.0
15,2025,REGION II (CAGAYAN VALLEY),5-9,365439.0
15,2025,REGION II (CAGAYAN VALLEY),50-54,191159.0
15,2025,REGION II (CAGAYAN VALLEY),55-59,169412.0
15,2025,REGION II (CAGAYAN VALLEY),60-64,146210.0
15,2025,REGION II (CAGAYAN VALLEY),65-69,114145.0
15,2025,REGION II (CAGAYAN VALLEY),70-74,76939.0
15,2025,REGION II (CAGAYAN VALLEY),75-79,44965.0
15,2025,REGION II (CAGAYAN VALLEY),80 and over,39105.0
16,2026,REGION II (CAGAYAN VALLEY),0-4,349911.2
16,2026,REGION II (CAGAYAN VALLEY),10-14,367951.2
16,2026,REGION II (CAGAYAN VALLEY),15-19,330816.8
